,date,et0_fao_evapotranspiration_sum
440,1951-03-17 00:00:00+00:00,1.6371827
441,1951-03-18 00:00:00+00:00,1.6635427
442,1951-03-19 00:00:00+00:00,1.6629801
443,1951-03-20 00:00:00+00:00,2.0751915
444,1951-03-21 00:00:00+00:00,2.6493154
445,1951-03-22 00:00:00+00:00,2.9880087
446,1951-03-23 00:00:00+00:00,2.9335365
447,1951-03-24 00:00:00+00:00,3.0857463
448,1951-03-25 00:00:00+00:00,2.511795
449,1951-03-26 00:00:00+00:00,2.6404204
450,1951-03-27 00:00:00+00:00,0.55829495
451,1951-03-28 00:00:00+00:00,0.8862191
452,1951-03-29 00:00:00+00:00,1.1984469
453,1951-03-30 00:00:00+00:00,2.2867415
454,1951-03-31 00:00:00+00:00,1.5616219
455,1951-04-01 00:00:00+00:00,2.6022692
456,1951-04-02 00:00:00+00:00,2.4218254
457,1951-04-03 00:00:00+00:00,1.6185995
458,1951-04-04 00:00:00+00:00,2.1349092
459,1951-04-05 00:00:00+00:00,1.107891
460,1951-04-06 00:00:00+00:00,1.8184483
461,1951-04-07 00:00:00+00:00,2.6038704
462,1951-04-08 00:00:00+00:00,2.672492
463,1951-04-09 00:00:00+00:00,1.5766348
464,1951-04-10 00:00:00+00:00,0.92861396
465,1951-04-11 00:00:00+00:00,3.0703146
466,1951-04-12 00:00:00+00:00,2.261896
467,1951-04-13 00:00:00+00:00,3.0768201
468,1951-04-14 00:00:00+00:00,3.6304295
469,1951-04-15 00:00:00+00:00,3.6698554
470,1951-04-16 00:00:00+00:00,3.3840911
471,1951-04-17 00:00:00+00:00,3.5126405
472,1951-04-18 00:00:00+00:00,3.8769236
473,1951-04-19 00:00:00+00:00,3.4138975
474,1951-04-20 00:00:00+00:00,3.6810474
475,1951-04-21 00:00:00+00:00,4.14565
476,1951-04-22 00:00:00+00:00,4.4081016
477,1951-04-23 00:00:00+00:00,4.379363
478,1951-04-24 00:00:00+00:00,3.9521298
479,1951-04-25 00:00:00+00:00,3.0844126
480,1951-04-26 00:00:00+00:00,3.5016305
481,1951-04-27 00:00:00+00:00,3.4264226
482,1951-04-28 00:00:00+00:00,2.2634444
483,1951-04-29 00:00:00+00:00,3.9072022
484,1951-04-30 00:00:00+00:00,2.974695
485,1951-05-01 00:00:00+00:00,3.3667872
486,1951-05-02 00:00:00+00:00,2.8925595
487,1951-05-03 00:00:00+00:00,2.6885312
