,date,soil_moisture_0_to_10cm_mean
475,1951-04-21 00:00:00+00:00,0.32074898
476,1951-04-22 00:00:00+00:00,0.3102495
477,1951-04-23 00:00:00+00:00,0.30174997
478,1951-04-24 00:00:00+00:00,0.29625046
479,1951-04-25 00:00:00+00:00,0.29475093
480,1951-04-26 00:00:00+00:00,0.28625143
481,1951-04-27 00:00:00+00:00,0.27975193
482,1951-04-28 00:00:00+00:00,0.28125244
483,1951-04-29 00:00:00+00:00,0.2777529
484,1951-04-30 00:00:00+00:00,0.2762534
485,1951-05-01 00:00:00+00:00,0.28075394
486,1951-05-02 00:00:00+00:00,0.2752544
487,1951-05-03 00:00:00+00:00,0.2737549
488,1951-05-04 00:00:00+00:00,0.26921052
489,1951-05-05 00:00:00+00:00,0.2596662
490,1951-05-06 00:00:00+00:00,0.25112182
491,1951-05-07 00:00:00+00:00,0.24657746
492,1951-05-08 00:00:00+00:00,0.24603309
493,1951-05-09 00:00:00+00:00,0.29348874
494,1951-05-10 00:00:00+00:00,0.37694436
495,1951-05-11 00:00:00+00:00,0.3504
496,1951-05-12 00:00:00+00:00,0.33285564
497,1951-05-13 00:00:00+00:00,0.3203113
498,1951-05-14 00:00:00+00:00,0.30376697
499,1951-05-15 00:00:00+00:00,0.29422256
500,1951-05-16 00:00:00+00:00,0.2896782
501,1951-05-17 00:00:00+00:00,0.27413386
502,1951-05-18 00:00:00+00:00,0.2735895
503,1951-05-19 00:00:00+00:00,0.2900451
504,1951-05-20 00:00:00+00:00,0.28750074
505,1951-05-21 00:00:00+00:00,0.29095638
506,1951-05-22 00:00:00+00:00,0.28841203
507,1951-05-23 00:00:00+00:00,0.28786767
508,1951-05-24 00:00:00+00:00,0.29832327
509,1951-05-25 00:00:00+00:00,0.31577897
510,1951-05-26 00:00:00+00:00,0.32123458
511,1951-05-27 00:00:00+00:00,0.32169023
512,1951-05-28 00:00:00+00:00,0.32014585
513,1951-05-29 00:00:00+00:00,0.31060147
514,1951-05-30 00:00:00+00:00,0.29505715
515,1951-05-31 00:00:00+00:00,0.27651274
516,1951-06-01 00:00:00+00:00,0.2599684
517,1951-06-02 00:00:00+00:00,0.24542405
518,1951-06-03 00:00:00+00:00,0.23187967
519,1951-06-04 00:00:00+00:00,0.22133532
520,1951-06-05 00:00:00+00:00,0.22179095
521,1951-06-06 00:00:00+00:00,0.2322466
522,1951-06-07 00:00:00+00:00,0.23570223
523,1951-06-08 00:00:00+00:00,0.22015786
524,1951-06-09 00:00:00+00:00,0.20861351
525,1951-06-10 00:00:00+00:00,0.19806914
526,1951-06-11 00:00:00+00:00,0.1905248
527,1951-06-12 00:00:00+00:00,0.18498042
528,1951-06-13 00:00:00+00:00,0.17943606
529,1951-06-14 00:00:00+00:00,0.17589171
530,1951-06-15 00:00:00+00:00,0.17234732
531,1951-06-16 00:00:00+00:00,0.16880298
532,1951-06-17 00:00:00+00:00,0.16625862
533,1951-06-18 00:00:00+00:00,0.16471426
534,1951-06-19 00:00:00+00:00,0.16216989
535,1951-06-20 00:00:00+00:00,0.16062553
536,1951-06-21 00:00:00+00:00,0.16208117
537,1951-06-22 00:00:00+00:00,0.1695368
538,1951-06-23 00:00:00+00:00,0.17399247
539,1951-06-24 00:00:00+00:00,0.16844809
540,1951-06-25 00:00:00+00:00,0.16290371
541,1951-06-26 00:00:00+00:00,0.16035937
542,1951-06-27 00:00:00+00:00,0.157815
543,1951-06-28 00:00:00+00:00,0.15527064
544,1951-06-29 00:00:00+00:00,0.15372626
545,1951-06-30 00:00:00+00:00,0.15218191
546,1951-07-01 00:00:00+00:00,0.15063755
547,1951-07-02 00:00:00+00:00,0.15009318
548,1951-07-03 00:00:00+00:00,0.1525972
549,1951-07-04 00:00:00+00:00,0.15443984
550,1951-07-05 00:00:00+00:00,0.15228254
551,1951-07-06 00:00:00+00:00,0.15112518
552,1951-07-07 00:00:00+00:00,0.14896785
553,1951-07-08 00:00:00+00:00,0.14781049
